host,ip,port,protocol,title,domain,country,city,link,as_organization
42.233.40.250:9090,42.233.40.250,9090,http,,,CN,Xinxiang,http://42.233.40.250:9090,CHINA UNICOM China169 Backbone
27.21.76.151:9090,27.21.76.151,9090,http,,,CN,Yichang,http://27.21.76.151:9090,Chinanet
175.18.12.65:9090,175.18.12.65,9090,http,,,CN,Liaoyuan,http://175.18.12.65:9090,CHINA UNICOM China169 Backbone
124.223.109.173:9090,124.223.109.173,9090,http,,,CN,Beijing,http://124.223.109.173:9090,Shenzhen Tencent Computer Systems Company Limited
111.201.0.30:9090,111.201.0.30,9090,http,,,CN,Beijing,http://111.201.0.30:9090,China Unicom Beijing Province Network
116.5.160.136:9090,116.5.160.136,9090,http,,,CN,Meizhou,http://116.5.160.136:9090,Chinanet
111.230.10.146:9090,111.230.10.146,9090,http,,,CN,Beijing,http://111.230.10.146:9090,Shenzhen Tencent Computer Systems Company Limited
221.211.218.222:9090,221.211.218.222,9090,http,,,CN,Daqing,http://221.211.218.222:9090,CHINA UNICOM China169 Backbone
120.79.199.53:9090,120.79.199.53,9090,http,,,CN,Hangzhou,http://120.79.199.53:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
112.74.57.14:9090,112.74.57.14,9090,http,,,CN,Shenzhen,http://112.74.57.14:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
47.122.6.159:9090,47.122.6.159,9090,http,,,CN,Hangzhou,http://47.122.6.159:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
101.35.224.27:9090,101.35.224.27,9090,http,,,CN,Beijing,http://101.35.224.27:9090,Shenzhen Tencent Computer Systems Company Limited
218.16.181.133:9090,218.16.181.133,9090,http,,,CN,Shantou,http://218.16.181.133:9090,Chinanet
clash-api.william-swl.com.cn,101.42.6.9,80,http,,william-swl.com.cn,CN,Beijing,http://clash-api.william-swl.com.cn,Shenzhen Tencent Computer Systems Company Limited
101.71.239.145:9090,101.71.239.145,9090,http,,,CN,Hangzhou,http://101.71.239.145:9090,CHINA UNICOM China169 Backbone
43.139.50.140:9090,43.139.50.140,9090,http,,,CN,Beijing,http://43.139.50.140:9090,Shenzhen Tencent Computer Systems Company Limited
https://clash-api.william-swl.com.cn,101.42.6.9,443,https,,william-swl.com.cn,CN,Beijing,https://clash-api.william-swl.com.cn,Shenzhen Tencent Computer Systems Company Limited
122.97.190.220:9090,122.97.190.220,9090,http,,,CN,Nanjing,http://122.97.190.220:9090,CHINA UNICOM China169 Backbone
8.134.18.139:9090,8.134.18.139,9090,http,,,CN,Guangzhou,http://8.134.18.139:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
180.109.221.104:9090,180.109.221.104,9090,http,,,CN,Nanjing,http://180.109.221.104:9090,Chinanet
171.212.209.141:3092,171.212.209.141,3092,http,,,CN,Chengdu,http://171.212.209.141:3092,Chinanet
47.100.85.153:9090,47.100.85.153,9090,http,,,CN,Shanghai,http://47.100.85.153:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
39.102.212.147:9090,39.102.212.147,9090,http,,,CN,Hangzhou,http://39.102.212.147:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
121.237.37.82:9090,121.237.37.82,9090,http,,,CN,Nanjing,http://121.237.37.82:9090,Chinanet
183.173.10.159:9090,183.173.10.159,9090,http,,,CN,Beijing,http://183.173.10.159:9090,China Education and Research Network Center
115.190.104.103:9090,115.190.104.103,9090,http,,,CN,Beijing,http://115.190.104.103:9090,
115.205.92.141:9090,115.205.92.141,9090,http,,,CN,Hangzhou,http://115.205.92.141:9090,Chinanet
114.55.67.5:9090,114.55.67.5,9090,http,,,CN,Hangzhou,http://114.55.67.5:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
116.229.187.136:9090,116.229.187.136,9090,http,,,CN,Shanghai,http://116.229.187.136:9090,China Telecom Group
112.114.202.179:9090,112.114.202.179,9090,http,,,CN,Kunming,http://112.114.202.179:9090,Chinanet
114.232.247.84:9090,114.232.247.84,9090,http,,,CN,Nantong,http://114.232.247.84:9090,Chinanet
222.67.119.169:9090,222.67.119.169,9090,http,,,CN,Shanghai,http://222.67.119.169:9090,China Telecom Group
112.74.60.125:9090,112.74.60.125,9090,http,,,CN,Shenzhen,http://112.74.60.125:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
121.13.55.136:9090,121.13.55.136,9090,http,,,CN,Dongguan,http://121.13.55.136:9090,Chinanet
39.84.201.110:9090,39.84.201.110,9090,http,,,CN,Linyi,http://39.84.201.110:9090,CHINA UNICOM China169 Backbone
124.222.110.140:9090,124.222.110.140,9090,http,,,CN,Beijing,http://124.222.110.140:9090,Shenzhen Tencent Computer Systems Company Limited
116.198.235.61:9090,116.198.235.61,9090,http,,,CN,Beijing,http://116.198.235.61:9090,CHINATELECOM Jiangsu Suqian IDC network
47.109.91.63:9090,47.109.91.63,9090,http,,,CN,Hangzhou,http://47.109.91.63:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
175.24.179.2:9090,175.24.179.2,9090,http,,,CN,Beijing,http://175.24.179.2:9090,Shenzhen Tencent Computer Systems Company Limited
202.38.78.122:9090,202.38.78.122,9090,http,,,CN,Hefei,http://202.38.78.122:9090,China Education and Research Network Center
115.205.150.151:9090,115.205.150.151,9090,http,,,CN,Hangzhou,http://115.205.150.151:9090,Chinanet
175.178.165.172:9090,175.178.165.172,9090,http,,,CN,Beijing,http://175.178.165.172:9090,Shenzhen Tencent Computer Systems Company Limited
123.56.226.244:9090,123.56.226.244,9090,http,,,CN,Beijing,http://123.56.226.244:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
121.40.226.212:9090,121.40.226.212,9090,http,,,CN,Hangzhou,http://121.40.226.212:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
175.44.42.27:9090,175.44.42.27,9090,http,,,CN,Putian,http://175.44.42.27:9090,CHINA UNICOM China169 Backbone
117.30.163.23:9090,117.30.163.23,9090,http,,,CN,Xiamen,http://117.30.163.23:9090,Chinanet
119.3.158.134:9090,119.3.158.134,9090,http,,,CN,Guangzhou,http://119.3.158.134:9090,Huawei Cloud Service data center
123.116.127.239:9090,123.116.127.239,9090,http,,,CN,Beijing,http://123.116.127.239:9090,China Unicom Beijing Province Network
139.196.124.211:9090,139.196.124.211,9090,http,,,CN,Shanghai,http://139.196.124.211:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
120.46.171.238:9090,120.46.171.238,9090,http,,,CN,Guangzhou,http://120.46.171.238:9090,Huawei Cloud Service data center
222.211.225.135:9090,222.211.225.135,9090,http,,,CN,Chengdu,http://222.211.225.135:9090,Chinanet
121.207.144.17:9090,121.207.144.17,9090,http,,,CN,Xiamen,http://121.207.144.17:9090,Chinanet
125.119.99.224:9090,125.119.99.224,9090,http,,,CN,Hangzhou,http://125.119.99.224:9090,Chinanet
60.28.59.242:9090,60.28.59.242,9090,http,,,CN,Tianjin,http://60.28.59.242:9090,CHINA UNICOM China169 Backbone
183.154.47.205:9090,183.154.47.205,9090,http,,,CN,Jinhua,http://183.154.47.205:9090,Chinanet
27.154.223.91:9090,27.154.223.91,9090,http,,,CN,Xiamen,http://27.154.223.91:9090,Chinanet
180.163.88.62:9090,180.163.88.62,9090,http,,,CN,Shanghai,http://180.163.88.62:9090,China Telecom Group
www.unsher.com:9090,124.223.167.5,9090,http,,unsher.com,CN,Beijing,http://www.unsher.com:9090,Shenzhen Tencent Computer Systems Company Limited
113.14.180.220:9090,113.14.180.220,9090,http,,,CN,Nanning,http://113.14.180.220:9090,Chinanet
47.122.62.93:9090,47.122.62.93,9090,http,,,CN,Hangzhou,http://47.122.62.93:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
123.207.71.1:9000,123.207.71.1,9000,http,,,CN,Beijing,http://123.207.71.1:9000,Shenzhen Tencent Computer Systems Company Limited
47.93.220.24:9090,47.93.220.24,9090,http,,,CN,Hangzhou,http://47.93.220.24:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
124.222.115.252:9090,124.222.115.252,9090,http,,,CN,Beijing,http://124.222.115.252:9090,Shenzhen Tencent Computer Systems Company Limited
110.41.16.196:9090,110.41.16.196,9090,http,,,CN,Guangzhou,http://110.41.16.196:9090,Huawei Cloud Service data center
43.159.49.123:9090,43.159.49.123,9090,http,,,SG,Singapore,http://43.159.49.123:9090,"Tencent Building, Kejizhongyi Avenue"
103.146.52.151:9090,103.146.52.151,9090,http,,,CN,Hong Kong,http://103.146.52.151:9090,YISU CLOUD LTD
125.119.225.229:9090,125.119.225.229,9090,http,,,CN,Hangzhou,http://125.119.225.229:9090,Chinanet
182.129.139.2:9090,182.129.139.2,9090,http,,,CN,Luzhou,http://182.129.139.2:9090,CHINATELECOM SiChuan province Luzhou 5G network
43.137.51.56:9090,43.137.51.56,9090,http,,,CN,Beijing,http://43.137.51.56:9090,Shenzhen Tencent Computer Systems Company Limited
175.178.173.230:9090,175.178.173.230,9090,http,,,CN,Beijing,http://175.178.173.230:9090,Shenzhen Tencent Computer Systems Company Limited
60.186.29.199:8090,60.186.29.199,8090,http,,,CN,Hangzhou,http://60.186.29.199:8090,Chinanet
115.230.116.86:9090,115.230.116.86,9090,http,,,CN,Hangzhou,http://115.230.116.86:9090,Chinanet
180.76.248.182:9090,180.76.248.182,9090,http,,,CN,Beijing,http://180.76.248.182:9090,"Beijing Baidu Netcom Science and Technology Co., Ltd."
113.87.202.31:9090,113.87.202.31,9090,http,,,CN,Shenzhen,http://113.87.202.31:9090,Chinanet
154.198.245.40:9090,154.198.245.40,9090,http,,,US,Los Angeles,http://154.198.245.40:9090,CNSERVERS
121.4.94.182:9090,121.4.94.182,9090,http,,,CN,Beijing,http://121.4.94.182:9090,Shenzhen Tencent Computer Systems Company Limited
14.154.194.131:9090,14.154.194.131,9090,http,,,CN,Shenzhen,http://14.154.194.131:9090,Chinanet
116.226.63.119:9090,116.226.63.119,9090,http,,,CN,Shanghai,http://116.226.63.119:9090,China Telecom Group
118.250.39.9:9090,118.250.39.9,9090,http,,,CN,Changsha,http://118.250.39.9:9090,Chinanet
114.113.235.27:9090,114.113.235.27,9090,http,,,CN,Beijing,http://114.113.235.27:9090,China Unicom Beijing Province Network
39.165.86.185:9090,39.165.86.185,9090,http,,,CN,Shangqiu,http://39.165.86.185:9090,"Henan Mobile Communications Co.,Ltd"
8.140.50.217:9090,8.140.50.217,9090,http,,,CN,Beijing,http://8.140.50.217:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
101.42.11.215:9090,101.42.11.215,9090,http,,,CN,Beijing,http://101.42.11.215:9090,Shenzhen Tencent Computer Systems Company Limited
49.84.254.143:9090,49.84.254.143,9090,http,,,CN,Suzhou,http://49.84.254.143:9090,Chinanet
115.29.178.150:9090,115.29.178.150,9090,http,,,CN,Hangzhou,http://115.29.178.150:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
43.224.249.164:9090,43.224.249.164,9090,http,,,CN,Hong Kong,http://43.224.249.164:9090,Cloudie Limited
139.199.202.93:9090,139.199.202.93,9090,http,,,CN,Beijing,http://139.199.202.93:9090,Shenzhen Tencent Computer Systems Company Limited
218.83.6.14:9090,218.83.6.14,9090,http,,,CN,Shanghai,http://218.83.6.14:9090,China Telecom Group
47.104.85.45:9090,47.104.85.45,9090,http,,,CN,Qingdao,http://47.104.85.45:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
61.141.113.107:9090,61.141.113.107,9090,http,,,CN,Shenzhen,http://61.141.113.107:9090,Chinanet
183.146.216.192:9090,183.146.216.192,9090,http,,,CN,Jinhua,http://183.146.216.192:9090,Chinanet
https://clashapi.mm.qimooc.com,47.94.80.160,443,https,,qimooc.com,CN,Hangzhou,https://clashapi.mm.qimooc.com,"Hangzhou Alibaba Advertising Co.,Ltd."
8.130.131.175:9090,8.130.131.175,9090,http,,,CN,Beijing,http://8.130.131.175:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
47.107.90.179:9090,47.107.90.179,9090,http,,,CN,Hangzhou,http://47.107.90.179:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
111.173.80.149:9090,111.173.80.149,9090,http,,,CN,Wuhan,http://111.173.80.149:9090,Chinanet
118.31.223.52:9090,118.31.223.52,9090,http,,,CN,Hangzhou,http://118.31.223.52:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
121.60.56.31:9090,121.60.56.31,9090,http,,,CN,Wuhan,http://121.60.56.31:9090,Chinanet
123.10.76.58:9090,123.10.76.58,9090,http,,,CN,Luohe,http://123.10.76.58:9090,CHINA UNICOM China169 Backbone
101.132.236.100:9090,101.132.236.100,9090,http,,,CN,Shanghai,http://101.132.236.100:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
101.204.208.231:9090,101.204.208.231,9090,http,,,CN,Chengdu,http://101.204.208.231:9090,CHINA UNICOM China169 Backbone
202.55.240.54:9091,202.55.240.54,9091,http,,,CN,Taipei,http://202.55.240.54:9091,AboveNet Communications Taiwan
60.186.86.122:9090,60.186.86.122,9090,http,,,CN,Hangzhou,http://60.186.86.122:9090,Chinanet
8.147.234.68:9090,8.147.234.68,9090,http,,,CN,Hangzhou,http://8.147.234.68:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
111.21.46.78:9090,111.21.46.78,9090,http,,,CN,Xi'an,http://111.21.46.78:9090,"China Mobile Communications Group Co., Ltd."
14.19.150.199:9090,14.19.150.199,9090,http,,,CN,Guangzhou,http://14.19.150.199:9090,Chinanet
119.5.1.23:9090,119.5.1.23,9090,http,,,CN,Nanchong,http://119.5.1.23:9090,CHINA UNICOM China169 Backbone
218.0.238.44:9090,218.0.238.44,9090,http,,,CN,Hangzhou,http://218.0.238.44:9090,Chinanet
116.62.178.211:9090,116.62.178.211,9090,http,,,CN,Hangzhou,http://116.62.178.211:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
115.199.57.162:9090,115.199.57.162,9090,http,,,CN,Hangzhou,http://115.199.57.162:9090,Chinanet
101.200.129.164:9090,101.200.129.164,9090,http,,,CN,Beijing,http://101.200.129.164:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
125.104.248.167:9090,125.104.248.167,9090,http,,,CN,Taizhou,http://125.104.248.167:9090,Chinanet
42.194.185.69:9090,42.194.185.69,9090,http,,,CN,Beijing,http://42.194.185.69:9090,Shenzhen Tencent Computer Systems Company Limited
1.197.140.83:9090,1.197.140.83,9090,http,,,CN,Xuchang,http://1.197.140.83:9090,Chinanet
47.99.123.43:9090,47.99.123.43,9090,http,,,CN,Hangzhou,http://47.99.123.43:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
110.41.154.7:9090,110.41.154.7,9090,http,,,CN,Guangzhou,http://110.41.154.7:9090,Huawei Cloud Service data center
183.251.2.43:9090,183.251.2.43,9090,http,,,CN,Fuzhou,http://183.251.2.43:9090,"China Mobile Communications Group Co., Ltd."
111.197.201.235:9090,111.197.201.235,9090,http,,,CN,Beijing,http://111.197.201.235:9090,China Unicom Beijing Province Network
124.221.110.217:9090,124.221.110.217,9090,http,,,CN,Beijing,http://124.221.110.217:9090,Shenzhen Tencent Computer Systems Company Limited
47.101.63.98:9090,47.101.63.98,9090,http,,,CN,Hangzhou,http://47.101.63.98:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
58.209.16.134:9090,58.209.16.134,9090,http,,,CN,Suzhou,http://58.209.16.134:9090,Chinanet
111.196.134.60:9090,111.196.134.60,9090,http,,,CN,Beijing,http://111.196.134.60:9090,China Unicom Beijing Province Network
111.163.59.97:9090,111.163.59.97,9090,http,,,CN,Tianjin,http://111.163.59.97:9090,CHINA UNICOM China169 Backbone
1.117.71.153:9090,1.117.71.153,9090,http,,,CN,Beijing,http://1.117.71.153:9090,Shenzhen Tencent Computer Systems Company Limited
47.102.40.131:9090,47.102.40.131,9090,http,,,CN,Hangzhou,http://47.102.40.131:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
115.57.243.209:9090,115.57.243.209,9090,http,,,CN,Zhengzhou,http://115.57.243.209:9090,CHINA UNICOM China169 Backbone
42.51.17.68:9090,42.51.17.68,9090,http,,,CN,Zhengzhou,http://42.51.17.68:9090,"Zhengzhou Fastidc Technology Co.,Ltd."
59.56.146.70:9090,59.56.146.70,9090,http,,,CN,Fuqing,http://59.56.146.70:9090,Chinanet
124.221.78.60:9090,124.221.78.60,9090,http,,,CN,Beijing,http://124.221.78.60:9090,Shenzhen Tencent Computer Systems Company Limited
112.132.233.78:9090,112.132.233.78,9090,http,,,CN,Huaibei,http://112.132.233.78:9090,CHINA UNICOM China169 Backbone
180.158.207.44:9090,180.158.207.44,9090,http,,,CN,Shanghai,http://180.158.207.44:9090,China Telecom Group
112.64.108.108:9090,112.64.108.108,9090,http,,,CN,Shanghai,http://112.64.108.108:9090,China Unicom Shanghai network
47.108.92.89:9090,47.108.92.89,9090,http,,,CN,Chengdu,http://47.108.92.89:9090,"Hangzhou Alibaba Advertising Co.,Ltd."
49.51.52.31:9090,49.51.52.31,9090,http,,,US,Los Angeles,http://49.51.52.31:9090,"Tencent Building, Kejizhongyi Avenue"
117.72.70.63:9090,117.72.70.63,9090,http,,,CN,Beijing,http://117.72.70.63:9090,
139.199.210.195:9090,139.199.210.195,9090,http,,,CN,Beijing,http://139.199.210.195:9090,Shenzhen Tencent Computer Systems Company Limited
123.10.133.45:6080,123.10.133.45,6080,http,,,CN,Shangqiu,http://123.10.133.45:6080,CHINA UNICOM China169 Backbone
180.102.26.44:9093,180.102.26.44,9093,http,,,CN,Nanjing,http://180.102.26.44:9093,CHINANET Nanjing Jishan IDC network
101.126.90.109:9091,101.126.90.109,9091,http,,,CN,Beijing,http://101.126.90.109:9091,
47.93.213.107:55555,47.93.213.107,55555,http,,,CN,Hangzhou,http://47.93.213.107:55555,"Hangzhou Alibaba Advertising Co.,Ltd."
202.55.240.54:9093,202.55.240.54,9093,http,,,CN,Taipei,http://202.55.240.54:9093,AboveNet Communications Taiwan
101.6.69.132:2050,101.6.69.132,2050,http,,,CN,Beijing,http://101.6.69.132:2050,China Education and Research Network Center
118.89.86.220,118.89.86.220,80,http,,,CN,Beijing,http://118.89.86.220,Shenzhen Tencent Computer Systems Company Limited
106.14.106.96:9099,106.14.106.96,9099,http,,,CN,Shanghai,http://106.14.106.96:9099,"Hangzhou Alibaba Advertising Co.,Ltd."
119.181.242.86:9999,119.181.242.86,9999,http,,,CN,Zibo,http://119.181.242.86:9999,CHINA UNICOM China169 Backbone
122.235.222.224:9999,122.235.222.224,9999,http,,,CN,Hangzhou,http://122.235.222.224:9999,Chinanet
49.65.102.237:9091,49.65.102.237,9091,http,,,CN,Nanjing,http://49.65.102.237:9091,CHINANET Nanjing Jishan IDC network
124.222.127.174:9999,124.222.127.174,9999,http,,,CN,Beijing,http://124.222.127.174:9999,Shenzhen Tencent Computer Systems Company Limited
43.136.123.46:9999,43.136.123.46,9999,http,,,CN,Beijing,http://43.136.123.46:9999,Shenzhen Tencent Computer Systems Company Limited
81.69.218.70:9999,81.69.218.70,9999,http,,,CN,Beijing,http://81.69.218.70:9999,Shenzhen Tencent Computer Systems Company Limited
47.104.85.45:9999,47.104.85.45,9999,http,,,CN,Qingdao,http://47.104.85.45:9999,"Hangzhou Alibaba Advertising Co.,Ltd."
120.46.69.160:9999,120.46.69.160,9999,http,,,CN,Guangzhou,http://120.46.69.160:9999,Huawei Cloud Service data center
124.223.97.89:9999,124.223.97.89,9999,http,,,CN,Beijing,http://124.223.97.89:9999,Shenzhen Tencent Computer Systems Company Limited
123.60.7.56:9999,123.60.7.56,9999,http,,,CN,Shanghai,http://123.60.7.56:9999,Huawei Cloud Service data center
e7c.myds.me:9090,220.165.187.42,9090,http,,e7c.myds.me,CN,Kunming,http://e7c.myds.me:9090,Chinanet
219.131.11.56:9191,219.131.11.56,9191,http,,,CN,Huizhou,http://219.131.11.56:9191,Chinanet
121.239.24.28:9999,121.239.24.28,9999,http,,,CN,Suzhou,http://121.239.24.28:9999,Chinanet
106.122.201.43:9090,106.122.201.43,9090,http,,,CN,Guangzhou,http://106.122.201.43:9090,Chinanet
106.75.78.228:9999,106.75.78.228,9999,http,,,CN,Shanghai,http://106.75.78.228:9999,"China Mobile Communications Group Co., Ltd."
120.79.89.81:9999,120.79.89.81,9999,http,,,CN,Hangzhou,http://120.79.89.81:9999,"Hangzhou Alibaba Advertising Co.,Ltd."
112.38.220.89:9091,112.38.220.89,9091,http,,,CN,Liaocheng,http://112.38.220.89:9091,Shandong Mobile Communication Company Limited
115.49.240.99:6080,115.49.240.99,6080,http,,,CN,Shangqiu,http://115.49.240.99:6080,CHINA UNICOM China169 Backbone
111.224.136.204:9090,111.224.136.204,9090,http,,,CN,Shijiazhuang,http://111.224.136.204:9090,Chinanet
14.19.168.124:9999,14.19.168.124,9999,http,,,CN,Guangzhou,http://14.19.168.124:9999,Chinanet
119.34.138.181:9999,119.34.138.181,9999,http,,,CN,Guangzhou,http://119.34.138.181:9999,CHINANET Guangdong province Guangzhou MAN network
27.46.124.11:9999,27.46.124.11,9999,http,,,CN,Shenzhen,http://27.46.124.11:9999,China Unicom Shenzen network
107.173.199.207:9999,107.173.199.207,9999,http,,,US,Buffalo,http://107.173.199.207:9999,AS-COLOCROSSING
113.87.186.121:9090,113.87.186.121,9090,http,,,CN,Shenzhen,http://113.87.186.121:9090,Chinanet
39.75.218.116:9999,39.75.218.116,9999,http,,,CN,Zibo,http://39.75.218.116:9999,CHINA UNICOM China169 Backbone
119.181.243.60:9999,119.181.243.60,9999,http,,,CN,Zibo,http://119.181.243.60:9999,CHINA UNICOM China169 Backbone
39.75.220.163:9999,39.75.220.163,9999,http,,,CN,Zibo,http://39.75.220.163:9999,CHINA UNICOM China169 Backbone
1.12.226.95:9999,1.12.226.95,9999,http,,,CN,Beijing,http://1.12.226.95:9999,Shenzhen Tencent Computer Systems Company Limited
114.234.239.178:9090,114.234.239.178,9090,http,,,CN,Xuzhou,http://114.234.239.178:9090,Chinanet
115.55.28.111:9090,115.55.28.111,9090,http,,,CN,Shangqiu,http://115.55.28.111:9090,CHINA UNICOM China169 Backbone
